transaction_id,user_id,merchant_name,amount,category,category_confidence,timestamp
txn_usr_priya_0049,usr_priya,Hathway,999,bills,0.9519796424304464,2026-04-11T12:43:00Z
txn_usr_priya_0050,usr_priya,TenderCuts,974,groceries,0.9575368974778697,2026-04-11T18:12:00Z
txn_usr_priya_0051,usr_priya,LIC Premium,999,bills,0.9770903195670502,2026-04-11T10:45:00Z
txn_usr_priya_0052,usr_priya,Shoppers Stop,1307,shopping,0.9853373115142221,2026-04-12T21:04:00Z
txn_usr_priya_0053,usr_priya,Baskin Robbins,707,food,0.9892226497075064,2026-04-12T18:16:00Z
txn_usr_priya_0054,usr_priya,Air India,1414,transport,0.9517773956081427,2026-04-12T09:30:00Z
txn_usr_priya_0055,usr_priya,Croma,778,shopping,0.9801829593704761,2026-04-13T19:04:00Z
txn_usr_priya_0056,usr_priya,Behrouz Biryani,574,food,0.9834227722042092,2026-04-13T17:47:00Z
txn_usr_priya_0057,usr_priya,LIC Premium,1499,bills,0.9669808973532301,2026-04-13T18:54:00Z
txn_usr_priya_0058,usr_priya,Barbeque Nation,440,food,0.9840928251216978,2026-04-14T09:01:00Z
txn_usr_priya_0059,usr_priya,JioCinema,999,subscription,0.9595607806365489,2026-04-14T13:25:00Z
txn_usr_priya_0060,usr_priya,Country Delight,395,groceries,0.9579857574435214,2026-04-15T20:53:00Z
txn_usr_priya_0061,usr_priya,Zepto,254,groceries,0.9776598360657,2026-04-15T17:28:00Z
